id,contrato,data_operacao,nascimento,idade,genero,bairro,cidade,estado,cep,telefone,cartao,email,ocupacao,empregador,operacao,valor_principal,parcelas,quantidade_parcelas,parcelas_pagas,quantidade_parcelas_pagas,taxa_contrato,valor_parcela,valor_bruto
19592c5989854c97f67b0dd16b30441d0219c477,3862505008625,2019-05-14,1993-03-31,29,F,Caiçaras,Barbosa,Sergipe,Null,XXXXXXXXXXXXX-1664,XXXXXXXXXX367298,XXXo69@tXXXXXXXXXXXX,Grafologista,9ee1bb2a945f24912f8c97dc370ab88bc117567f,Refin,18419.03,40,40,4,4,1.95395,667.9,26716.0
7908e7f0b590cc33e7c3ce6f53b78aab33ee0443,9903279473685,2021-04-07,1997-02-15,Null,F,Conjunto Celso Machado,Aragão de Goiás,Mato Grosso do Sul,XXXXX428,XXXXXXXXXXXXX0067,XXXXXXXXXX362,Null,Null,d2233c0ad03100b892b0ace91d2b539f9231939c,Prod,17029.16,60,60,6,6,0.81584,360.06,21603.6
89dc99559a18c1817b6b1b61b0678273a946a0d4,6299026246712,2022-04-01,2001-07-11,21,Null,Maria Tereza,Azevedo do Oeste,Mato Grosso,XXXXX-378,XXXXXXXXXXXXX65-6022,Null,XXias@rXXXXXXXXXXXX,Null,9ee1bb2a945f24912f8c97dc370ab88bc117567f,Refin,6494.91,60,60,12,12,2.60172,215.03,12901.8
757e4b71c8075a4e80ba2c04fc7cacdea6d3417d,1521010846109,2022-06-03,1990-09-09,32,F,Horto Florestal,Fernandes do Sul,Pernambuco,Null,XXXXXXXXXXXXX48 7172,XXXXXXXXXX542230,XXXXXa51@sXXXXXXXXXXXX,Engenheiro de produção agroindustrial,8974771831c784d83cb616286b11e4f681722fd7,Prod,39053.73,60,60,6,6,3.67122,1619.96,97197.59
228a8f786433820770c96119d1d9ad2aebc21e05,2730352646264,2020-09-20,1974-11-19,48,F,Beija Flor,da Conceição dos Dourados,Pará,XXXXX501,Null,Null,XXXXXXXves@mXXXXXXXXXXXX,Tecnólogo em rochas ornamentais,Null,Prod,34162.13,60,60,0,0,0.81153,721.45,43287.0
f2501d07abcb3b28f7887b4974afd7db74b2f1fc,8591867809094,2021-11-16,1983-08-10,39,F,São Francisco Das Chagas,Santos do Campo,Null,XXXXX-029,XXXXXXXXXXXXX-1897,Null,XXXves@oXXXXXXXXXXX,Webmaster,Null,Prod,48919.03,80,80,12,12,3.20493,1704.45,136356.0
62d4f70ef1a683dce09b793f13c6492bd31555e0,6906277783803,2021-12-30,1980-10-14,42,Null,Null,Dias,Mato Grosso do Sul,XXXXX-953,Null,XXXXXXXXXX93147,XXXXXXXXXXXXXXXXXira@pXXXXXXXXXXXX,Patologista oral,77f9c86e6f05b16d44b3e2a41673a732cbe58d0c,Refin,3759.78,60,60,12,12,1.95321,106.94,6416.4004
8bcdae91e494f74c515bb1c72e1867418b79e07f,8486567637651,2019-08-11,1998-09-12,Null,M,Alto Barroca,Alves,Rio de Janeiro,XXXXX-957,XXXXXXXXXXXXX97-3930,XXXXXXXXXX480528,Null,Radiooperador de vôo,531c33a93ab3894aaa28b4c5d52e7cd250c7666a,Prod,39287.99,90,90,13,13,1.99059,941.86,84767.4
2ba165403da198176ac002a030a65b1649a7157f,0078371355609,2020-07-04,1997-04-30,25,F,Ouro Preto,Ramos de Minas,Amazonas,XXXXX-764,Null,XXXXXXXXXX094,XXXXXXXXXluz@aXXXXXXXXXXXX,Parteira tradicional,59f9475d9395a57c4a3e4ba52b077448f14398fa,Prod,47993.19,40,40,4,4,0.61317,1356.63,54265.2
2b4eff53d8dc9b6309a51389a69cd7e0295273b8,3515264304124,2021-07-03,1990-04-23,Null,M,Inconfidência,Nunes da Mata,Tocantins,XXXXX-926,XXXXXXXXXXXXX3928,Null,XXXXXXXXXias@sXXXXXXXXXXXX,Pintor,60a0a2c07a3ca3be4c8d24aede71f925edec5a80,Prod,21537.48,90,90,9,9,1.43801,428.16,38534.4
220415a29bb3c53bbf3f13929a268c96b8f25677,8592823432295,2022-10-19,2001-09-15,21,F,Garças,Almeida,Rondônia,XXXXX-403,Null,Null,XXXXXXXXXXs22@gXXXXXXXX,Publicitário,e6b30eaf174237aff07da4bc854939a0aa1520d2,Prod,11183.89,60,60,3,3,3.90726,485.69,29141.4
18baf5cd667b6e2fccd305661258dffe9c743445,5881913237067,2020-02-23,1980-12-28,42,M,Vila Cloris,Nunes,Null,XXXXX-630,XXXXXXXXXXXXX95 3693,XXXXXXXXXX254980,XXXXXXXXXXXlla@mXXXXXXXXXXXX,Afiador de ferramentas,a9aea123e999f0a49b775276674df3b328bf09cc,Prod,35155.92,40,40,2,2,0.94656,1059.86,42394.4
91901dc53fd9417a74199c13174c877c865fe167,9753107022376,2022-07-28,1972-11-08,50,F,Santa Sofia,Null,Tocantins,XXXXX819,XXXXXXXXXXXXX9438,XXXXXXXXXX487020,XXXXXXXXXXedo@aXXXXXXXXXXXX,Pedreiro,98dc063774b3e595f10b8a069c5f8029cece8c74,Prod,21268.17,40,40,6,6,3.10228,935.39,37415.6
4779a5f03f10faf52f81800ce1c47e44c9a42914,8941610754230,2019-12-07,1987-12-20,35,F,Apolonia,Moreira,Tocantins,XXXXX-417,XXXXXXXXXXXXX8 2650,XXXXXXXXXX709815,XXXXXida@rXXXXXXXXXXXX,Digitador,Null,Prod,38111.83,80,80,12,12,1.65052,861.61,68928.8
13dcd99879333bbca8e586e5912c6da776566871,6382754703685,2021-02-21,1996-11-02,Null,F,São Benedito,Barros da Prata,Paraná,XXXXX404,XXXXXXXXXXXXX0079,Null,XXXXXXXXXXXXXuel@pXXXXXXXXXXXX,Enólogo,001e20a46054d36636785081fbdbbe3075c8bf11,Refin,13513.18,60,60,6,6,0.61207,269.78,16186.8
5302f8bc78d17a0a64a29d86efc59938a6cfe8e2,9868438052722,2021-12-13,1991-05-17,31,F,Mantiqueira,das Neves Alegre,Mato Grosso,XXXXX728,XXXXXXXXXXXXX5-4470,Null,XXXXdes@mXXXXXXXXXXXX,Engenheiro de produção agroindustrial,Null,Prod,44306.99,40,40,6,6,3.16067,1966.93,78677.2
591c8a369b543ca18663782d1fa41f853c4fbe5a,9356773668215,2022-08-30,1990-08-05,32,F,Null,Melo do Galho,Null,Null,XXXXXXXXXXXXX8123,XXXXXXXXXX51,XXXXXXXXXmas@sXXXXXXXXXXXX,Bóia-fria,fedd5b39374e3739b2af80f996ad44bddfaffe91,Prod,23711.23,60,60,9,9,5.09365,1272.33,76339.8
c148341d91594ca0bf074b68fd7d578d878284cf,4909358875758,2019-02-05,1972-04-28,50,Null,Null,da Cunha,Goiás,XXXXX594,XXXXXXXXXXXXX68-1946,XXXXXXXXXX67,XXXXXira@gXXXXXXXX,Auxiliar administrativo,cb260d4237063792097a83cbe728e0d86c2006cb,Port + Refin,1325.45,60,60,9,9,2.06316,38.72,2323.2002
0e330314b86aaa641db461d0591e08f331b90ec2,4243496665247,2021-02-10,1980-07-24,42,M,Null,Vieira Verde,Null,Null,XXXXXXXXXXXXX-3530,XXXXXXXXXX621743,Null,Null,25e58a0147633e39c2a2fcceff9a13a181e672b9,Port + Refin,21708.95,60,60,9,9,0.54868,425.62,25537.2
6c362a0930fcff6fee102d1fd101aff25ee90401,4334896899667,2022-10-09,1997-10-24,25,F,Marçola,da Luz,Sergipe,XXXXX222,XXXXXXXXXXXXX8399,XXXXXXXXXX04547,XXXXaca@rXXXXXXXXXXXX,Florista,d420a75cb72ce9e85023a86aaabafbcbc18e54b7,Refin,17553.36,90,90,13,13,4.21421,758.2,68238.0
da75a15afb4c9c9de225f6b18cb67535c9172768,8088692256174,2020-11-27,1980-09-24,Null,F,Vila Independencia 2ª Seção,Rocha,Santa Catarina,Null,Null,XXXXXXXXXX04503,XXXXXXXXXXXXnto@sXXXXXXXXXXXX,Administrador,1370d17bd5eea7330e3852257b109189d75b06a5,Prod,16585.08,40,40,4,4,0.50457,458.92,18356.8
0d17f952aaea385ab7ff1f9bd26592ff54e13917,8126250244260,2019-03-19,1970-05-14,52,F,Vila São Francisco,Nascimento de Goiás,Null,Null,XXXXXXXXXXXXX58-2305,XXXXXXXXXX20,Null,Engenheiro aeronáutico,23570310eb9d537c95f38d6dc3046f8ae02c91f4,Prod,42706.01,90,90,62,62,1.73421,940.82,84673.8
7c8dc60a6c0c3d03a7d705f06b1e162950d0b9cd,2972796178578,2022-01-02,1983-10-10,39,Null,Santa Sofia,da Costa,Espírito Santo,XXXXX-736,XXXXXXXXXXXXX31 2183,XXXXXXXXXX844423,Null,Técnico em arquivo,dcd3a35d8610f75c575c61dd85399172bbb47b97,Prod,41776.63,90,90,22,22,3.60156,1569.6,141264.0
698697890dc3fa34929ec3b755514e8049b948a7,1163000454507,2022-05-03,2001-01-24,22,M,Vila Cloris,Null,Pernambuco,XXXXX495,XXXXXXXXXXXXX6-0461,Null,Null,Engenheiro químico,c18d9a8bf14b54692e3089a42abe430a24e29d18,Prod,46473.68,60,60,3,3,3.43504,1838.75,110325.0
6cfc777295458cff5efe70777bf5ed93be25b3da,9780086737038,2021-05-20,1993-07-27,Null,Null,Conjunto Providencia,Nogueira da Mata,Rio de Janeiro,XXXXX-452,XXXXXXXXXXXXX6 8241,XXXXXXXXXX773807,XXXXXXXXXXXXXXXXXXdes@mXXXXXXXXXXXX,Profissional de reciclagem,1a02ed147d5938954e0e0cf1f68b33a4604e82d1,Prod,28148.94,60,60,6,6,1.09406,642.33,38539.8
46ce359d7ab872385bae018dd540fe0ab9d094ad,2815234685682,2022-02-11,1978-11-08,44,F,Null,Barros de Goiás,São Paulo,XXXXX-772,XXXXXXXXXXXXX35 8782,XXXXXXXXXX541587,"XXXXira@bXXXXXXXXXX, @yXXXXXXXXXXXX",Produtor musical,bedd758187724857a3f46d765a996b68a5a281a5,Refin,18325.91,40,40,2,2,3.57534,868.21,34728.402
275b3f99d2c208ddda7d1bf80a92a702e3ba7887,3153015800718,2019-06-04,1985-06-12,Null,F,Guarani,Cardoso de Melo,Null,XXXXX-735,XXXXXXXXXXXXX54 0697,XXXXXXXXXX049968,Null,Urologista,90c4e820f510400e504ac89fbcda4e9e3f9ff61e,Prod,36107.64,40,40,6,6,1.83638,1282.36,51294.4
9507725a38c7117b2bd42f6ced939f4adf569d9b,2501413847193,2020-05-01,1991-03-09,32,F,Granja Werneck,Moraes,Amapá,Null,Null,XXXXXXXXXX783486,XXXXXXXXXXXira@rXXXXXXXXXXXX,Tintureiro,a52a29b7bb82003b1a279fce9b8e8d16c0a80460,Prod,38948.4,60,60,9,9,1.30603,940.38,56422.8
844f24f8ac752e6b8cbc271f590dc4fcffb98d29,6241750915167,2022-05-03,2000-03-27,22,F,Antonio Ribeiro De Abreu 1ª Seção,da Cruz,Ceará,XXXXX-185,XXXXXXXXXXXXX9 7186,XXXXXXXXXX161818,Null,Nadador,Null,Prod,49905.94,60,60,9,9,2.7035,1690.28,101416.805
fc77efd665a0bc68b178239443fb283f199f40e4,2413918561989,2020-04-14,1988-09-21,34,F,Caiçaras,Null,Amapá,XXXXX629,XXXXXXXXXXXXX06 5927,Null,Null,Null,Null,Refin,18848.43,40,40,22,22,1.35559,613.56,24542.4
7607dfac9e4ac0c60a64ce75f45df29d4df480e4,4840697230979,2019-10-29,1995-04-17,27,M,Nova Esperança,da Mata de Gonçalves,Distrito Federal,Null,XXXXXXXXXXXXX50 3211,Null,Null,Crítico,c429d3bea282751abe68cc366c183ae68afdb93e,Prod,31932.63,40,40,28,28,1.93238,1153.52,46140.8
64d947154738944eb250346a8f4831abe20ad80c,0369060989022,2019-06-28,1984-08-16,38,M,São Francisco,Pires,Pernambuco,Null,XXXXXXXXXXXXX8 2470,XXXXXXXXXX145,XXXXXXXoto@sXXXXXXXXXXXX,Perito judicial,5510eb0185a59d005438068e8959a986a3c2a28a,Prod,46691.3,40,40,10,10,2.16196,1755.69,70227.59
7badbea90c99ba9adfabe3fb55a03105a31e1029,9578112415490,2020-02-24,1972-12-18,50,Null,Nossa Senhora Da Aparecida,Null,Alagoas,Null,XXXXXXXXXXXXX 8587,XXXXXXXXXX951684,Null,Engenheiro acústico,12fe0b962e15e788913313744b5a84179f0397e6,Prod,42909.38,120,120,12,12,1.95556,930.16,111619.195
1a31696b951b3157c529e1d0524d5b4594216700,3289236435733,2022-03-09,1997-03-20,Null,F,Barro Preto,Null,Pará,Null,XXXXXXXXXXXXX6599,XXXXXXXXXX110957,XXXXXXXXXXXXXosa@tXXXXXXXXXXXX,Motofrete,3084eb42c85f07ca11db29f5bfb8fb0df34687d8,Prod,36957.18,120,120,18,18,3.45415,1298.62,155834.4
1240f6923bbd7ecd932b9483c9d0c029d62cb22b,6873807739121,2022-06-09,1986-09-06,36,F,Atila De Paiva,Costela,Santa Catarina,XXXXX930,Null,Null,Null,Capelão,Null,Prod,48709.05,60,60,42,42,4.61838,2410.1,144606.0
d7818b68cca05fac7969e128deb3218ed8a4d510,5156915784889,2019-10-23,2000-12-17,22,M,Tres Marias,Lima,Goiás,XXXXX125,XXXXXXXXXXXXX04 0905,XXXXXXXXXX698899,XXXXXXXXXXXl31@gXXXXXXXX,Bedel,ab6d9285d4c1dd15c2b6b96dda20c40901ab19ad,Prod,43668.27,60,60,12,12,1.96847,1246.68,74800.805
478b16f28fc2e0b062f490cf8f10191c81f1503d,5763648779664,2022-08-14,1972-03-04,51,M,Vila Nova Cachoeirinha 3ª Seção,Null,Amapá,XXXXX-479,XXXXXXXXXXXXX2 0216,XXXXXXXXXX850882,"XXXe60@bXXXXXXXXXX, @yXXXXXXXXXXXX",Datilógrafo,a51e6103c926b50d449930e180373335e581ac47,Refin,1346.94,40,40,6,6,3.61264,64.18,2567.2
0cea5df1a678ecf4c56e2ec3153908cf5e42343a,1571043084559,2019-01-15,1972-08-15,50,M,Vila Do Pombal,Melo do Oeste,Espírito Santo,XXXXX-153,Null,Null,Null,Null,f377602ae8a09e3cf665cc4c7b20979888878cd0,Prod,20240.89,40,40,8,8,2.34967,786.04,31441.6
5d0ba36dc016cd8743d49a4bdf17bdf1981aac2d,6334161890748,2020-06-01,1973-02-19,50,M,Guaratã,da Mata,Bahia,XXXXX-129,XXXXXXXXXXXXX-8785,Null,Null,Ilustrador,8e9e183c401487c93eb9c9127d15e0908208d252,Prod,12051.4,90,90,13,13,0.86882,193.56,17420.4
4d4415ecd282ab2eef88e089d0ddd2efcb1bfaab,8482053294148,2019-10-14,1980-04-07,42,F,Vila Vista Alegre,Porto,Distrito Federal,Null,XXXXXXXXXXXXX8926,XXXXXXXXXX2155,XXXXXXo47@tXXXXXXXXXXXX,Null,8bad0569d942b7d52610f1dbcc40d9a2bf8a06cd,Refin,13650.73,40,40,4,4,1.80402,482.02,19280.799
3d8b8628e8b7c9ace7a857ee10ba95137e55d43a,5486161692844,2022-06-30,1987-12-06,35,M,Vila São Rafael,Pereira,Santa Catarina,XXXXX-544,XXXXXXXXXXXXX0247,Null,Null,Null,001e20a46054d36636785081fbdbbe3075c8bf11,Refin,3401.15,120,120,30,30,5.08762,173.49,20818.8
927e58a7028f312cb76cd7692352637cbe46c6db,0668984354122,2019-12-22,1970-08-25,52,F,Heliopolis,Gomes de Cardoso,Null,XXXXX206,Null,XXXXXXXXXX93627,Null,Ourives,0394c2976b3bcb90e76d6b2eee1d2219f07bb1aa,Refin,19359.86,80,80,8,8,1.44407,409.68,32774.4
4e30699a2c84a932827080d27b2bba77aac8f225,9717997060863,2021-03-05,1983-03-31,39,M,Graça,da Cruz de Santos,Mato Grosso,Null,XXXXXXXXXXXXX45 4016,XXXXXXXXXX87,XXXXXela@pXXXXXXXXXXXX,Designer de interiores,940426b264e80452e0532bf5faf68b4481b51e28,Prod,32592.14,120,120,108,108,0.98904,465.13,55815.6
a455d977e6d1c8ea765e26e9b74fdc91d9514a58,8305021401990,2021-09-08,1988-08-26,Null,F,Bom Jesus,Aragão,Goiás,XXXXX-526,XXXXXXXXXXXXX7-1798,Null,XXXXa80@oXXXXXXXXXXX,Juiz de futebol,022ca4d46ae5f92c3d1faa942f9e11525f4593b4,Refin,16281.5,60,60,6,6,1.45612,408.79,24527.4
006d2351bbaa3f29e46066aec0a25b17731c4510,1040417184190,2022-01-16,1997-06-15,25,F,Null,Cunha,Mato Grosso do Sul,XXXXX-303,XXXXXXXXXXXXX1799,Null,Null,Velejador,a9d91cd4611aa77301e65f9d227ab203b0365c64,Refin,12218.42,60,60,15,15,2.09278,359.44,21566.4
f6dcdc95f7f37fa19d5bc0bca5b4ccf12d303b57,9156995145637,2022-02-17,1990-08-02,32,F,Engenho Nogueira,Rocha Verde,Bahia,XXXXX-096,XXXXXXXXXXXXX70-5473,XXXXXXXXXX52497,Null,Profissional de marketing,b39b9a7a9619bf9e03b19862091c543a77bdc9aa,Prod,11080.77,120,120,84,84,4.18966,467.64,56116.8
9fecda623ace145058cd400bc3e9d1e9094bd6b0,9741554113938,2020-01-15,2001-03-16,21,F,Null,Souza,Santa Catarina,Null,XXXXXXXXXXXXX2539,XXXXXXXXXX633265,Null,Militar da Aeronáutica,6248ee76106541a188cd02aa9e2ebe9399bb7cf8,Prod,11165.28,90,90,9,9,1.83514,254.42,22897.8
c17055a78cebbd5e4553b13952e706ab1d8b9d48,5713997201903,2021-08-19,1988-02-25,35,F,São João,Freitas de Goiás,Null,XXXXX939,XXXXXXXXXXXXX95-0514,XXXXXXXXXX287598,XXXXXXXXXXXXXXXnha@gXXXXXXXX,Null,d2233c0ad03100b892b0ace91d2b539f9231939c,Prod,34359.75,40,40,10,10,1.73296,1197.97,47918.797
6b541db1f6dc5b035245b91941f248a34cfe9a21,0192017135087,2020-09-15,1972-06-16,50,F,Renascença,Nogueira de Aragão,Mato Grosso do Sul,XXXXX-148,Null,XXXXXXXXXX72,XXXXXira@aXXXXXXXXXXXX,Co-piloto,Null,Prod,22011.03,40,40,8,8,0.57708,617.81,24712.4
e831879da7d183d7e1c40fb59b7b4889ea116702,8517124483395,2021-11-07,1990-04-10,32,F,Madre Gertrudes,Fernandes de Goiás,Rio Grande do Sul,Null,Null,Null,Null,Médico cirurgião,Null,Prod,47607.82,40,40,0,0,1.46001,1579.8,63192.0
7cb3b971954d4ca80cba77334b32b0a9bd0e181c,9826626230093,2022-07-20,1998-05-11,24,M,Nova Pampulha,Mendes de Goiás,Null,XXXXX342,XXXXXXXXXXXXX17-3628,Null,Null,Empacotador,a4eeeb4c585c9b3453d28f88568db799ef37cb7a,Prod,11515.38,60,60,6,6,4.02869,511.77,30706.2
e913ef348ac06dc55c4d312b2df8e441285726d1,5198637660270,2021-06-03,1985-05-08,Null,F,Lajedo,Gonçalves,Null,XXXXX-660,XXXXXXXXXXXXX 3735,XXXXXXXXXX000945,XXXXXo68@sXXXXXXXXXXXX,Null,c78a71c05c65a608370ff558999ba439242fbe83,Refin,11202.44,90,90,4,4,1.14123,199.8,17982.0
ca671c15967c20721384f4b5b53ef7a8f7211da0,7690694409239,2021-07-07,1972-01-30,51,M,Null,Ferreira,Amazonas,Null,XXXXXXXXXXXXX02 1073,XXXXXXXXXX003233,Null,Null,Null,Prod,16659.21,40,40,6,6,0.94478,502.06,20082.4
cd35735c13ce9c74f50f8bacd51fdeffcfb23323,7286011769232,2020-12-25,1972-04-15,50,F,Campo Alegre,Monteiro de Goiás,Null,XXXXX720,XXXXXXXXXXXXX23 5096,XXXXXXXXXX769561,XXXXXXXXXara@pXXXXXXXXXXXX,Null,da09a62c6088bdb36b5360b8be26e4f158b2ed76,Prod,30701.73,40,40,8,8,0.39055,830.55,33222.0
de5b3f1639785e035ab4b44903a7ab5719cfc675,0902229947459,2021-01-24,1991-11-13,31,M,Esperança,Campos,Ceará,XXXXX462,XXXXXXXXXXXXX4481,XXXXXXXXXX174323,Null,Null,3ef3a5a2ee5e45e8fa9d6a79d340ef67877d1c3e,Prod,21310.94,100,100,10,10,0.69091,295.85,29585.0
0707e1493925fea39428d1444e2960cae1d76111,9723011513239,2021-05-28,1991-06-23,31,F,Null,Cunha,Sergipe,XXXXX323,XXXXXXXXXXXXX1 5402,XXXXXXXXXX056966,XXXXpaz@pXXXXXXXXXXXX,Tecnólogo em processos químicos,5510eb0185a59d005438068e8959a986a3c2a28a,Prod,13639.24,40,40,10,10,0.74981,395.93,15837.199
db16a34de97e91359d4608d331cc3a72c6fb054a,0065818809665,2019-02-26,1986-07-29,36,M,Vila Nova Cachoeirinha 3ª Seção,Almeida,Minas Gerais,XXXXX-384,XXXXXXXXXXXXX0829,Null,XXXXXXcha@rXXXXXXXXXXXX,Agrônomo,d2233c0ad03100b892b0ace91d2b539f9231939c,Prod,32317.68,40,40,4,4,1.5471,1089.6,43584.0
02d771552682763f5d36b626d092085f32df3c0a,8658683728784,2020-02-09,1975-04-17,47,F,Jatobá,Rocha,Null,XXXXX-224,XXXXXXXXXXXXX 1953,XXXXXXXXXX900450,XXXXXXa39@pXXXXXXXXXXXX,Profissional de relações internacionais,9ee1bb2a945f24912f8c97dc370ab88bc117567f,Prod,10728.69,80,80,20,20,1.01504,196.49,15719.2
16d27993a093cbcf40141ee6dbe6081f5c2a6a51,9543730819005,2021-10-21,1986-08-13,36,Null,Itapoa,Costela,Paraíba,XXXXX-793,XXXXXXXXXXXXX4 9453,XXXXXXXXXX717533,Null,Engenheiro mecânico,92c5e27aec153e98fbaf6030bf181a83be13667c,Refin,13005.89,120,120,24,24,2.14532,302.72,36326.4
038197aa105b40ab5e09899b210f223ebba768f9,6036746003924,2022-08-12,1975-02-03,48,F,Carmo,da Mata Verde,Tocantins,XXXXX-748,Null,Null,XXXXgao@tXXXXXXXXXXXX,Ferroviário,b18efac1ed0a45fba08dc28ca059cf7b93a29517,Prod,28329.92,120,120,84,84,3.83761,1099.17,131900.4
99ab901e25efac44cade8fd68013d03098f541ac,8209746127145,2022-04-23,1973-01-10,50,F,Bom Jesus,Almeida do Amparo,Rio Grande do Norte,XXXXX-077,Null,XXXXXXXXXX262724,"XXXXXXXXXXaca@bXXXXXXXXXX, @yXXXXXXXXXXXX",Mágico,d5142e212b11414ee552f33bbcc9f4ad25340851,Prod,11249.53,60,60,15,15,4.09408,506.14,30368.4
8353767b52cf8d1332012c6256396464f3eb5101,6509995698727,2022-08-05,1982-03-14,41,M,Null,Nunes,Amapá,XXXXX-686,Null,XXXXXXXXXX59418,Null,Null,e5ab5e36fa95343a53324ecc8f78a933adf1e96e,Prod,17548.93,40,40,22,22,3.21186,785.43,31417.2
b8d4ab8ef70a8beb8211936fcb378a7d84abb142,2346335636810,2022-05-09,1982-03-28,40,M,Null,Null,Ceará,XXXXX-366,XXXXXXXXXXXXX0179,XXXXXXXXXX77451,XXXXXXXysa@tXXXXXXXXXXXX,Antropólogo,Null,Refin,5876.77,40,40,4,4,3.78168,287.34,11493.6
2551e38ecd10b8731f6cd5f12faf7982501e62f5,1677032246998,2022-08-21,1995-09-08,Null,F,Santa Rita De Cássia,Null,Rio de Janeiro,XXXXX989,Null,XXXXXXXXXX871817,XXXXtro@oXXXXXXXXXXX,Cientista,402256a6d3d4a6e413ea7c1980393873cfec6b2c,Prod,37110.73,120,120,24,24,5.96931,2217.36,266083.22
92c0fcd6de9d0e553a9b7cc0f06ef1bca41aedd9,9295606467482,2020-01-04,1985-08-09,37,F,Leticia,Teixeira,Goiás,XXXXX-199,XXXXXXXXXXXXX6-0271,XXXXXXXXXX129378,XXXXXXXXXXXXXXcas@mXXXXXXXXXXXX,Datilógrafo,d0ebfd37720530d09fae53bb7d780d1f0714024c,Port + Refin,11899.48,60,60,9,9,1.67125,315.63,18937.8
40d6e3d286c003fd7d928e642d211d7078570d4c,5594150369070,2020-05-03,1999-07-03,23,F,Piraja,Gonçalves de Teixeira,Null,Null,XXXXXXXXXXXXX03-1456,XXXXXXXXXX146910,XXXnes@pXXXXXXXXXXXX,Null,Null,Prod,13170.27,60,60,33,33,0.83461,279.93,16795.799
294e2499eb1fa1e87f058879234b9cd57fa453c7,3311387740326,2020-11-21,1999-06-09,Null,M,Canaa,Almeida,São Paulo,XXXXX-319,XXXXXXXXXXXXX6247,Null,XXXXXXXXXXXrto@rXXXXXXXXXXXX,Mecânico de vôo,b82f246013330bfeec4c414cd839f8612075b819,Prod,18535.38,60,60,9,9,0.62681,371.6,22296.0
14bce988fee66e652fefb07b5b1d917b60d3cd7c,6609072908708,2020-05-27,1995-05-31,27,M,Conjunto Jatoba,Null,Null,XXXXX221,Null,Null,Null,Enfermeiro,e912b84c5eaeb5fc6824dec450ab713d1ed327ca,Port + Refin,11568.06,100,100,10,10,0.87044,173.71,17371.0
4f332f1f9fdd13fc2a78b03591c82213b28312f9,2638948374310,2020-08-16,1973-12-23,49,F,Vista Alegre,Vieira,Null,XXXXX-289,Null,XXXXXXXXXX58533,XXXXXXcha@oXXXXXXXXXXX,Deputado,80cb132d18f3fa71a95f06d24c986e8edfdfba08,Refin,15666.47,40,40,8,8,0.39129,423.88,16955.2
d55b6ab404285c0533ecf1c1b1f823d2e843c700,3415458614476,2020-11-04,1988-10-08,34,F,Maria Goretti,Lima Alegre,Rondônia,XXXXX-009,XXXXXXXXXXXXX2360,XXXXXXXXXX13193,Null,Tenista,1ca489d59c55f108bf4b14870ee809670146ac24,Port + Refin,18469.13,60,60,15,15,0.49525,356.57,21394.201
a5d64388697bc6478d768edba595eb04fd8803c0,9191047728505,2020-06-23,1979-01-03,44,F,Mineirão,Null,Roraima,XXXXX-069,XXXXXXXXXXXXX81 0809,XXXXXXXXXX403591,XXXXXXXXXXXXXXtor@pXXXXXXXXXXXX,Hematologista,Null,Prod,39103.8,80,80,20,20,0.61466,620.26,49620.8
6c3ed60baae9c6252f310041faeb9c6362338464,2230185200522,2022-07-03,1975-04-01,47,M,Vila São Gabriel Jacui,Null,Tocantins,XXXXX069,Null,XXXXXXXXXX2443,XXXXXXa32@aXXXXXXXXXXXX,Null,3460c79b98ebd00bcb75459c7591c9b9a56b5420,Prod,48018.98,80,80,12,12,3.29254,1709.05,136724.0
dcaef50358fc2423142526f40b450fb21bfb7078,7977919119259,2022-05-22,1997-11-23,Null,F,Null,das Neves,Ceará,Null,Null,XXXXXXXXXX427958,XXXXXn80@oXXXXXXXXXXX,Comissário de bordo,Null,Refin,13908.12,40,40,22,22,2.24049,530.11,21204.398
9b13aa2c07b77b9f39e2feb1d9a2030168a43a07,4001394459050,2020-01-05,1993-06-24,29,M,Null,Null,Rondônia,XXXXX570,XXXXXXXXXXXXX9-4675,XXXXXXXXXX021192,XXXXXata@oXXXXXXXXXXX,Headhunter,Null,Refin,13344.26,80,80,72,72,1.17172,257.93,20634.398
130b22b035d77077d62eaecbff9bb1b9fb00ca87,8692930917576,2020-06-12,1973-12-26,49,F,São Cristóvão,Nascimento,São Paulo,XXXXX-151,XXXXXXXXXXXXX96 2631,XXXXXXXXXX021500,Null,Agente comunitário de saúde,b8c7a39e6933a3d7bcc01e2828677f893d6b74a1,Prod,24477.16,60,60,42,42,0.65525,494.71,29682.6
b29f13544b3147f01a6ca561ecd2912734678a31,3565679799749,2020-02-20,1986-05-31,36,F,Miramar,Moura,Santa Catarina,Null,XXXXXXXXXXXXX38 3674,XXXXXXXXXX018321,XXXmes@tXXXXXXXXXXXX,Null,cdb56f6c494214b5c6cfa536daf2e42929e430e9,Prod,30646.62,40,40,22,22,1.13628,957.7,38308.0
eabe5335d24d291bc46ad5d0f653e32663862e83,5158428987795,2021-11-07,1970-05-13,52,M,Comiteco,Silva de Santos,Roraima,XXXXX-394,XXXXXXXXXXXXX0753,XXXXXXXXXX23931,XXXi36@aXXXXXXXXXXXX,Designer gráfico,Null,Prod,33333.06,90,90,49,49,2.94129,1058.32,95248.8
